New Folio No. and Face,Position in volume,Format,Language,Entry No.,Entry Part,Section - Type,Subject - Main,Subject - Additional,Printed,(Do not include),Document Notes,Editors' Notes,Condition - Conservation Survey
94 r - 94 v,,Parchment,Latin,1191,,"Howdenshire, Allertonshire, Hexham, Snaith",Ordinances/ordination,of church of Howden in memory of Walter Gray,,,,,
94 v - 94 v,,Parchment,Latin,1192,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of chantry chaplain,,,,,
94 v - 94 v,,Parchment,Latin,1193,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of chantry chaplain, mandate for",,,,,
95 r - 95 r,,Parchment,Latin,1194,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of rector,,,,,
95 r - 95 r,,Parchment,Latin,1195,,"Howdenshire, Allertonshire, Hexham, Snaith",Subscription,to institution by notary (with notarial mark),,,,,
95 r - 95 r,,Parchment,Latin,1196,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of chantry chaplain,,,,,
95 r - 95 r,,Parchment,Latin,1197,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of chantry chaplain, mandate for",,,,,
95 r - 95 r,,Parchment,Latin,1198,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of chantry chaplain,,,,,
95 r - 95 r,,Parchment,Latin,1199,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of chantry chaplain, mandate for",,,,,
95 v - 95 v,,Parchment,Latin,1200,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of rector,,,,,
95 v - 95 v,,Parchment,Latin,1201,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of rector, mandate for",,,,,
95 v - 95 v,,Parchment,Latin,1202,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of vicar,,,,,
95 v - 95 v,,Parchment,Latin,1203,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of vicar, mandate for",,,,,
95 v - 95 v,,Parchment,Latin,1204,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of rector,,,,,
95 v - 95 v,,Parchment,Latin,1205,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of rector, mandate for",,,,,
95 v - 95 v,,Parchment,Latin,1206,,"Howdenshire, Allertonshire, Hexham, Snaith",Collation,to prebend,,,,,
95 v - 95 v,,Parchment,Latin,1207,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of Master of hospital,,,,,
95 v - 95 v,,Parchment,Latin,1208,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of Master of Hospital, mandate for",,,,,
95 v - 95 v,,Parchment,Latin,1209,,"Howdenshire, Allertonshire, Hexham, Snaith",Institution,of rector,,,,,
95 v - 95 v,,Parchment,Latin,1210,,"Howdenshire, Allertonshire, Hexham, Snaith",Induction,"of rector, mandate for",,,,,
96 r - 96 r,,Parchment,Latin,1211,,Vicar-General,Exchange,"report on, between church, York diocese, and church, Lichfield diocese",,,,,
96 r - 96 r,,Parchment,Latin,1212,,Vicar-General,Induction,"of rector, mandate for",,,,,
96 r - 96 r,,Parchment,Latin,1213,,Vicar-General,Convocation,"order to hold, rel to administration of goods of testators and intestates",,,,,
96 r - 96 r,,Parchment,Latin,1214,,Vicar-General,Induction,"of archdeacon, mandate for",,,,,
96 r - 96 r,,Parchment,Latin,1215,,Vicar-General,Absence/Non-residence,"licence for, for two years",,,,,
96 r - 96 r,,Parchment,Latin,1216,,Vicar-General,Institution,of provost,,,,,
96 r - 96 r,,Parchment,Latin,1217,,Vicar-General,Induction,"of provost, mandate for",,,,,
96 v - 96 v,,Parchment,Latin,1218,,Vicar-General,Revocation,of keeping of spiritualities,,,,,Obscured text - folds
96 v - 96 v,,Parchment,Latin,1219,,Vicar-General,Institution,of rector,,,,,Obscured text - folds
96 v - 96 v,,Parchment,Latin,1220,,Vicar-General,Induction,"of rector, mandate for",,,,,Obscured text - folds
96 v - 96 v,,Parchment,Latin,1221,,Vicar-General,Institution,of rector,,,,,Obscured text - folds
96 v - 96 v,,Parchment,Latin,1222,,Vicar-General,Induction,"of rector, mandate for",,,,,Obscured text - folds
96 v - 96 v,,Parchment,Latin,1223,,Vicar-General,Institution,"of prebendary (note of, refers to a previous entry, but relates to entry below)",,,,,Obscured text - folds
96 v - 96 v,,Parchment,Latin,1224,,Vicar-General,Institution,of prebendary ,,,,,Obscured text - folds
96 v - 96 v,,Parchment,Latin,1225,,Vicar-General,Induction,"of prebendary, mandate for",,,,,Obscured text - folds
96 v - 97 r,,Parchment,Latin,1226,,Vicar-General,Notification,of exchange of prebendaries (as above),,,,,Obscured text - folds
97 r - 97 r,,Parchment,Latin,1227,,Vicar-General,Presentation,to deanery,,,,,Obscured text - folds
97 r - 97 r,,Parchment,Latin,1228,,Vicar-General,Absolution,for chaplain (rel to goods of late chancellor of York?),,,,,Obscured text - folds
97 r - 97 r,,Parchment,Latin,1229,,Vicar-General,Miracles,"commission to enquire into, of late prior",,,,,Obscured text - folds
97 r - 97 r,,Parchment,Latin,1230,,Vicar-General,Citation,"new, mandate for",,,,,Obscured text - folds
97 r - 97 r,,Parchment,Latin,1231,,Vicar-General,Probate,of testament of rector,,,,,Obscured text - folds
97v - 98 v,,Parchment,Latin,1232,,Vicar-General,Ordinances/ordination,"for chantry, and endowment",,,,,
98 v - 98 v,,Parchment,Latin,1233,,Vicar-General,Probate,of testament,,,,,
98 v - 98 v,,Parchment,Latin,1234,,Vicar-General,Testament,of rector,"Testamenta, pp. 126-127",,,,
98 v - 98 v,,Parchment,Latin,1235,,Vicar-General,Institution,of chantry chaplain,,,,,
98 v - 98 v,,Parchment,Latin,1236,,Vicar-General,Induction,"of chantry chaplain, mandate for",,,,,
99r - 99 r,,Parchment,Latin,1237,,Vicar-General,Convocation,mandate to call,,,,,
99r - 99 r,,Parchment,Latin,1238,,Vicar-General,Archdeacon's official,appointment of,,,,,
99r - 99 r,,Parchment,Latin,1239,,Vicar-General,Visitation,"commission for, archdeaconry of Cleveland",,,,,
99r - 99 r,,Parchment,Latin,1240,,Vicar-General,Protestation,against citing of witnesses to appear,,,,,
99r - 99 r,,Parchment,Latin,1241,,Vicar-General,Vicar-general,appointment of,,,,,
99 v - 99 v,,Parchment,Latin,1242,,Vicar-General,Dispensation,for defect of birth (bastardy),,,,,
99 v - 99 v,,Parchment,Latin,1243,,Vicar-General,Array,"of clergy, order for",,,,,
100 r - 100 r,,Parchment,Latin,1244,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in chapel",,,,,
100 r - 100 r,,Parchment,Latin,1245,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
100 r - 100 r,,Parchment,Latin,1246,,"Letters, diverse",Letters dimissory,for holy or minor orders,,,,,
100 r - 100 r,,Parchment,Latin,1247,,"Letters, diverse",Letters dimissory,for all orders?,,,,,
100 r - 100 r,,Parchment,Latin,1248,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in chapel or oratory",,,,,
100 r - 100 r,,Parchment,Latin,1249,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
100 r - 100 r,,Parchment,Latin,1250,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
100 r - 100 r,,Parchment,Latin,1251,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, anywhere in diocese",,,,,
100 r - 100 r,,Parchment,Latin,1252,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in chapel",,,,,
100 r - 100 r,,Parchment,Latin,1253,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
100 r - 100 r,,Parchment,Latin,1254,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
100 r - 100 r,,Parchment,Latin,1255,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
100 r - 100 r,,Parchment,Latin,1256,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
100 r - 100 r,,Parchment,Latin,1257,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
100 r - 100 v,,Parchment,Latin,1258,,"Letters, diverse",Dispensation,for defect of birth (bastardy),,,,,
100 v - 100 v,,Parchment,Latin,1259,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
100 v - 100 v,,Parchment,Latin,1260,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
100 v - 100 v,,Parchment,Latin,1261,,"Letters, diverse",Masses,"licence to celebrate, in chapel",,,,,
100 v - 100 v,,Parchment,Latin,1262,,"Letters, diverse",Masses,"licence to celebrate, for three years, in oratory",,,,,
100 v - 100 v,,Parchment,Latin,1263,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
100 v - 100 v,,Parchment,Latin,1264,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
100 v - 100 v,,Parchment,Latin,1265,,"Letters, diverse",Bailiff,appointment of,,,,,
100 v - 100 v,,Parchment,Latin,1266,,"Letters, diverse",Forester,appointment of,,,,,
100 v - 100 v,,Parchment,French,1267,,"Letters, diverse",Steward,appointment of,,,,,
100 v - 100 v,,Parchment,Latin,1268,,"Letters, diverse",Pension,"annual, grant of",,,,,
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1269,,Vicar-General,Institution,of rector,,,,,Obscured text - staining/dirt/damage
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1270,,Vicar-General,Induction,"of rector, mandate for",,,,,Obscured text - staining/dirt/damage
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1271,,Vicar-General,Testament,of canon,,Not found in Testamenta,,,Obscured text - staining/dirt/damage
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1272,,Vicar-General,Probate,of testament of canon,,,,,Obscured text - staining/dirt/damage
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1273,,Vicar-General,Acquittance,of executors of testament of canon,,,,,Obscured text - staining/dirt/damage
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1274,,Vicar-General,Vacancy,"of chantry, commission for inquiry into, and admission of chantry chaplain",,,,,Obscured text - staining/dirt/damage
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1275,,Vicar-General,Vacancy,"of vicarage, commission for inquiry into",,,,,Obscured text - staining/dirt/damage
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1276,,Vicar-General,Admission,"of vicar, mandate for",,,,,Obscured text - staining/dirt/damage
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1277,,Vicar-General,Testament,,,Not found in Testamenta,,,Obscured text - staining/dirt/damage
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1278,,Vicar-General,Admission,"of vicar, commission for",,,,,Obscured text - staining/dirt/damage
100A r - 100A r,folio 100 A between folio 100 and folio 101,Parchment,Latin,1279,,Vicar-General,Admission,"of incumbent to church, commission for",,,,,Obscured text - staining/dirt/damage
100A v - 100A v,folio 100 A between folio 100 and folio 101,Parchment,Latin,1280,,Vicar-General,Exchange,commission to expedite,,,,,Obscured text - staining/dirt/damage
100A v - 100A v,folio 100 A between folio 100 and folio 101,Parchment,Latin,1281,,Vicar-General,Institution,of chantry chaplain,,,,,Obscured text - staining/dirt/damage
100A v - 100A v,folio 100 A between folio 100 and folio 101,Parchment,Latin,1282,,Vicar-General,Induction,"of chantry chaplain, mandate for",,,,,Obscured text - staining/dirt/damage
100A v - 100A v,folio 100 A between folio 100 and folio 101,Parchment,Latin,1283,,Vicar-General,Testament,of rector,,Not found in Testamenta,,,Obscured text - staining/dirt/damage
101 r - 101 r,,Parchment,Latin,1284,,"Letters, diverse",Pension,"annual, rel to grant of",,,,,
101 r - 101 r,,Parchment,Latin,1285,,"Letters, diverse",Alms,"for St Anthony, licence to collect/letters of quest in diocese of York, for one year",,,,,
101 r - 101 r,,Parchment,Latin,1286,,"Letters, diverse",Forester,appointment of (swineherd?),,,,,
101 r - 101 r,,Parchment,Latin,1287,,"Letters, diverse",Acquittance,"of archbishop, to executors of John de Thoresby, archbishop of York, for repairs, defects, equiment and livestock in manors in the archdiocese of York",,,,,
101 r - 101 r,,Parchment,Latin,1288,,"Letters, diverse",Steward,"appointment of, in bishop's lordships in Lincolnshire and Leicestershire",,,,,
101 r - 101 v,,Parchment,Latin,1289,,"Letters, diverse",Taxation,"papal tax of 100,000 florins in lieu of tithes, from clergy of Canterbury and York, levying and collection",,,,,
101 v - 101 v,,Parchment,Latin,1290,,"Letters, diverse",Subscription,"of notary, of letter rel to taxation",,,,,
101 v - 101 v,,Parchment,Latin,1291,,"Letters, diverse",Parliament,"order to attend, to archbishop's official, to cite archdeacons and clergy of archdiocese",,,,,
101 v - 101 v,,Parchment,Latin,1292,,"Letters, diverse",Parliament,"order to attend, to chapter of York",,,,,
101 v - 101 v,,Parchment,Latin,1293,,"Letters, diverse",Chancellor,"appointment of, in Hexham",,,,,
102 r - 102 r,,Parchment,Latin,1294,,"Letters, diverse",?,"order for, rel to collection of papal dues??? ",,,,,Obscured text - damage
102 r - 102 r,,Parchment,Latin,1295,,"Letters, diverse",Sequestration,relaxation of?,,,,,Obscured text - damage
102 r - 102 r,,Parchment,Latin,1296,,"Letters, diverse",?,,,,,,Obscured text - damage
102 r - 102 r,,Parchment,Latin,1297,,"Letters, diverse",?,,,,,,Obscured text - damage
102 r - 102 r,,Parchment,Latin,1298,,"Letters, diverse",Apparitor,appointment of,,,,,Obscured text - damage
102 r - 102 r,,Parchment,Latin,1299,,"Letters, diverse",Dispensation,for defect of birth (bastardy),,,,,Obscured text - damage
102 r - 102 r,,Parchment,Latin,1300,,"Letters, diverse",Dispensation,for defect of birth (bastardy),,,,,Obscured text - damage
102 v - 102 v,,Parchment,Latin,1301,,"Letters, diverse",Parliament,"order to attend, to archbishop's official to cite archdeacons and clergy",,,,,Obscured text - damage
102 v - 102 v,,Parchment,Latin,1302,,"Letters, diverse",Provost,"appointment of, 'Le Queneshall', Oxford",,,,,Obscured text - damage
102 v - 102 v,,Parchment,Latin,1303,,"Letters, diverse",Prorogation,of payment of papal dues???,,,,"Probably the last entry on this face, but if not, perhaps only one more entry missing.",Obscured text - damage
103 r - 103 r,,Parchment,Latin,1304,,"Letters, diverse",Acquittance,for payment of papal dues?,,,,,
103 r - 103 r,,Parchment,Latin,1305,,"Letters, diverse",Acquittance,for payment of papal dues?,,,,,
103 r - 103 r,,Parchment,Latin,1306,,"Letters, diverse",Acquittance,for payment of papal dues?,,,,,
103 r - 103 r,,Parchment,Latin,1307,,"Letters, diverse",Acquittance,for payment of papal dues?,,,,Text lost through damage;  probably the last entry on this face.,
103 v - 103 v,,Parchment,Latin,1308,,"Letters, diverse",Proceedings,"commission for, against vicars (farmers and proctors) and prebendaries",,,,,
103 v - 103 v,,Parchment,Latin,1309,,"Letters, diverse",Confirmation,of toft and two acres of land,,,,,
103 v - 103 v,,Parchment,Latin,1310,,"Letters, diverse",Confirmation,of three messuages,,,,Most of entry lost through damage; perhaps last entry on page?,
103 v - 103 v,,Parchment,Latin,1311,,"Letters, diverse",Bailiff,appointment of,,,,,
103 v - 103 v,,Parchment,Latin,1312,,"Letters, diverse",Bailiff,appointment of,,,,,
104 r - 104 r,,Parchment,Latin,1313,,"Letters, diverse",Coronation,order to attend,,,,,
104 r - 104 r,,Parchment,French,1314,,"Letters, diverse",Coronation,permission not to attend,,,,Most of entry lost through damage; not possible to see if this is the last entry on this face.,
104 r - 104 r,,Parchment,Latin,1315,,"Letters, diverse",Coronation,"precedent for, of king and queen (copy?)??",,,,,
104 r - 104 v,,Parchment,Latin,1316,,"Letters, diverse",Coronation,"order of service for, of king (copy?)?",,,,,
104 v - 104 v,,Parchment,Latin,1317,,"Letters, diverse",Stockman,"appointment of, to supplement stock",,,,,
104 v - 104 v,,Parchment,Latin,1318,,"Letters, diverse",Stockmen,"appointment of, to supplement stock",,,,,
104 v - 104 v,,Parchment,Latin,1319,,"Letters, diverse",Bailiff,appointment of,,,,,
104 v - 104 v,,Parchment,Latin,1320,,"Letters, diverse",Bailiff/steward,appointment of,,,,,
104 v - 104 v,,Parchment,Latin,1321,,"Letters, diverse",Enfeoffment,"record of, from court roll",,,,,
104 v - 104 v,,Parchment,Latin,1322,,"Letters, diverse",Enfeoffment,"record of, from court roll",,,,,
105 r - 105 r,,Parchment,Latin,1323,,"Letters, diverse",Bull,"excusing hospital of St John Ripon from payment of tithes, owing to poverty? (copy)",,,,,Repair patch; foot missing
105 r - 105 r,,Parchment,Latin,1324,,"Letters, diverse","Bull, papal",rel to maintenance of privileges of Franciscan friars (some text missing through damage) Et si quibuslibet ...,,,,,Repair patch; foot missing
105 r - 105 r,,Parchment,Latin,1325,,"Letters, diverse",Sequestration,relaxation of (fragment),,,,,Repair patch; foot missing
105 v - 105 v,,Parchment,Latin,1326,,"Letters, diverse",Demise,of a plot of land,,,,,Repair patch; foot missing
105 v - 105 v,,Parchment,Latin,1327,,"Letters, diverse",Paupers,document acknowledging submission to mandate of archbishop to maintain 13 paupers,,,,,Repair patch; foot missing
105 v - 105 v,,Parchment,Latin,1328,,"Letters, diverse",Testament,of rector,"Testamenta, p. 106",,,,Repair patch; foot missing
105 v - 105 v,,Parchment,Latin,1329,,"Letters, diverse",Testament,of rector(fragment),,Not found in Testamenta,,,Repair patch; foot missing
106 r - 106 r,,Parchment,Latin,1330,,"Letters, diverse",Testament,,"Testamenta, p. 107",,,,foot missing
106 r - 106 r,,Parchment,Latin,1331,,"Letters, diverse",Bull,rel to provision and appointment of bishop of Dunkeld (Robert de Derling),,,,,foot missing
106 r - 106 r,,Parchment,Latin,1332,,"Letters, diverse",Bishop,letters testimonial rel to appointment of (fragment) Any other docs lost here?,,,,,foot missing
106 v - 106 v,,Parchment,Latin,1333,,"Letters, diverse",Bishop,"letters testimonial rel to appointment of, notarial subscription? (fragment)",,,,,foot missing
106 v - 106 v,,Parchment,Latin,1334,,"Letters, diverse",Taxation,"clerical poll tax, 1381, York Province, order to make assessment",,,,,foot missing
106 v - 106 v,,Parchment,Latin,1335,,"Letters, diverse","Friars, Franciscan",order to conserve privileges of,,,,,foot missing
106 v - 106 v,,Parchment,Latin,1336,,"Letters, diverse",Dispensation,for defect of birth (bastardy),,,,,foot missing
106 v - 106 v,,Parchment,Latin,1337,,"Letters, diverse",Release/Quitclaim,,,,(fragment - most of entry missing),,foot missing
107 r - 107 r,,Parchment,Latin,1338,,"Letters, diverse","Brief, papal","rel to nomination by king of two clerks in each cathedral, etc., to carry out bull, Clara denocionis sinceritas quam clarissimus in Christo filius noster Ricardus Rex Angl'",,,,,
107 v - 107 v,,Parchment,Latin,1339,,"Letters, diverse",Exchange,,,,,,
107 v - 107 v,,Parchment,Latin,1340,,"Letters, diverse",Testament,,,Not found in Testamenta,,,
107 v - 107 v,,Parchment,Latin,1341,,"Letters, diverse",Testament,of parson,,Not found in Testamenta,,,
107 v - 107 v,,Parchment,Latin,1342,,"Letters, diverse",Testament,,,Not found in Testamenta,,,
107 v - 107 v,,Parchment,Latin,1343,,"Letters, diverse",Probate,of testament (entry no. 1342),,,,,
107 v - 107 v,,Parchment,Latin,1344,,"Letters, diverse",Acquittance,for St Peter's pence,,,,,
107 v - 107 v,,Parchment,Latin,1345,,"Letters, diverse",Institution,of rector,,,,,
107 v - 107 v,,Parchment,Latin,1346,,"Letters, diverse",Induction,"of rector, mandate for",,,,,
108 r - 108 r,,Parchment,Latin,1347,,"Letters, diverse",Masses,"licence to celebrate, in chapel",,,,,
108 r - 108 r,,Parchment,Latin,1348,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1349,,"Letters, diverse",Letters dimissory,for all orders,,,,,
108 r - 108 r,,Parchment,Latin,1350,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1351,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1352,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1353,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1354,,"Letters, diverse",Repairs?,licence to enquire into,,,,,
108 r - 108 r,,Parchment,Latin,1355,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1356,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1357,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1358,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1359,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1360,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1361,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1362,,"Letters, diverse",Housebreakers,monition against,,,,,
108 r - 108 r,,Parchment,Latin,1363,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1364,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1365,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1366,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1367,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1368,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1369,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1370,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1371,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1372,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1373,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1374,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1375,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1376,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1377,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1378,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1379,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1380,,"Letters, diverse",Masses,"licence to celebrate, for two years, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1381,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1382,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1383,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1384,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1385,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1386,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1387,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1388,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1389,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1390,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1391,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1392,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1393,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1394,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1395,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1396,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1397,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1398,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 r - 108 r,,Parchment,Latin,1399,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1400,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1401,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1402,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1403,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1404,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1405,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1406,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1407,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1408,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1409,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1410,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1411,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1412,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1413,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1414,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1415,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1416,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1417,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1418,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
